quarter_index,label,lp_id,lp_name,beginning_balance,contributions,dist_return_of_capital,dist_preferred_return,dist_carry_split,total_cash_distributions,gain_loss_allocation_net_of_fees,carried_interest_allocated_to_gp,ending_balance
14,Q2 2025,LP-08,Kestrel Insurance Group,2750172.56,11375.0,0.0,0.0,0.0,0.0,136163.01,-0.0,2897710.57
14,Q2 2025,LP-09,Wrenfield Family Office,2200138.04,9100.0,0.0,0.0,0.0,0.0,108930.41,-0.0,2318168.45
14,Q2 2025,LP-10,Alder Street Foundation,2200138.04,9100.0,0.0,0.0,0.0,0.0,108930.41,-0.0,2318168.45
14,Q2 2025,LP-11,Pinecrest Pension Trust,1980124.26,8190.0,0.0,0.0,0.0,0.0,98037.37,-0.0,2086351.63
14,Q2 2025,LP-12,Ivywood Capital Partners (FoF),1650103.54,6825.0,0.0,0.0,0.0,0.0,81697.81,-0.0,1738626.35
14,Q2 2025,LP-13,Grayling Family Office,1650103.54,6825.0,0.0,0.0,0.0,0.0,81697.81,-0.0,1738626.35
14,Q2 2025,LP-14,Redstone Family Office,1760110.47,7280.0,0.0,0.0,0.0,0.0,87144.33,-0.0,1854534.8
14,Q2 2025,LP-15,Sable Foundation,1760110.47,7280.0,0.0,0.0,0.0,0.0,87144.33,-0.0,1854534.8
15,Q3 2025,LP-01,Northbridge State Pension Fund,9272673.9,31600.0,1758970.49,0.0,0.0,1758970.49,426577.82,-0.0,7971881.23
15,Q3 2025,LP-02,Meridian University Endowment,6954505.4,23700.0,1319227.86,0.0,0.0,1319227.86,319933.36,-0.0,5978910.9
15,Q3 2025,LP-03,Harborview Insurance Co.,6374963.3,21725.0,1209292.21,0.0,0.0,1209292.21,293272.25,-0.0,5480668.34
15,Q3 2025,LP-04,Cascade Partners Fund of Funds,5795421.19,19750.0,1099356.55,0.0,0.0,1099356.55,266611.14,-0.0,4982425.78
15,Q3 2025,LP-05,Elmwood Family Office,4636336.91,15800.0,879485.24,0.0,0.0,879485.24,213288.91,-0.0,3985940.58
15,Q3 2025,LP-06,Tanager Sovereign Partners,4636336.91,15800.0,879485.24,0.0,0.0,879485.24,213288.91,-0.0,3985940.58
15,Q3 2025,LP-07,Birchwood College Endowment,3477252.71,11850.0,659613.93,0.0,0.0,659613.93,159966.68,-0.0,2989455.46
15,Q3 2025,LP-08,Kestrel Insurance Group,2897710.57,9875.0,549678.28,0.0,0.0,549678.28,133305.57,-0.0,2491212.86
15,Q3 2025,LP-09,Wrenfield Family Office,2318168.45,7900.0,439742.62,0.0,0.0,439742.62,106644.45,-0.0,1992970.28
15,Q3 2025,LP-10,Alder Street Foundation,2318168.45,7900.0,439742.62,0.0,0.0,439742.62,106644.45,-0.0,1992970.28
15,Q3 2025,LP-11,Pinecrest Pension Trust,2086351.63,7110.0,395768.36,0.0,0.0,395768.36,95980.01,-0.0,1793673.28
15,Q3 2025,LP-12,Ivywood Capital Partners (FoF),1738626.35,5925.0,329806.97,0.0,0.0,329806.97,79983.34,-0.0,1494727.72
15,Q3 2025,LP-13,Grayling Family Office,1738626.35,5925.0,329806.97,0.0,0.0,329806.97,79983.34,-0.0,1494727.72
15,Q3 2025,LP-14,Redstone Family Office,1854534.8,6320.0,351794.1,0.0,0.0,351794.1,85315.56,-0.0,1594376.26
15,Q3 2025,LP-15,Sable Foundation,1854534.8,6320.0,351794.1,0.0,0.0,351794.1,85315.56,-0.0,1594376.26
16,Q4 2025,LP-01,Northbridge State Pension Fund,7971881.23,31600.0,0.0,0.0,0.0,0.0,348905.99,-0.0,8352387.22
16,Q4 2025,LP-02,Meridian University Endowment,5978910.9,23700.0,0.0,0.0,0.0,0.0,261679.49,-0.0,6264290.39
16,Q4 2025,LP-03,Harborview Insurance Co.,5480668.34,21725.0,0.0,0.0,0.0,0.0,239872.87,-0.0,5742266.21
16,Q4 2025,LP-04,Cascade Partners Fund of Funds,4982425.78,19750.0,0.0,0.0,0.0,0.0,218066.24,-0.0,5220242.02
16,Q4 2025,LP-05,Elmwood Family Office,3985940.58,15800.0,0.0,0.0,0.0,0.0,174452.99,-0.0,4176193.57
16,Q4 2025,LP-06,Tanager Sovereign Partners,3985940.58,15800.0,0.0,0.0,0.0,0.0,174452.99,-0.0,4176193.57
16,Q4 2025,LP-07,Birchwood College Endowment,2989455.46,11850.0,0.0,0.0,0.0,0.0,130839.75,-0.0,3132145.21
16,Q4 2025,LP-08,Kestrel Insurance Group,2491212.86,9875.0,0.0,0.0,0.0,0.0,109033.12,-0.0,2610120.98
16,Q4 2025,LP-09,Wrenfield Family Office,1992970.28,7900.0,0.0,0.0,0.0,0.0,87226.5,-0.0,2088096.78
16,Q4 2025,LP-10,Alder Street Foundation,1992970.28,7900.0,0.0,0.0,0.0,0.0,87226.5,-0.0,2088096.78
16,Q4 2025,LP-11,Pinecrest Pension Trust,1793673.28,7110.0,0.0,0.0,0.0,0.0,78503.85,-0.0,1879287.13
16,Q4 2025,LP-12,Ivywood Capital Partners (FoF),1494727.72,5925.0,0.0,0.0,0.0,0.0,65419.87,-0.0,1566072.59
16,Q4 2025,LP-13,Grayling Family Office,1494727.72,5925.0,0.0,0.0,0.0,0.0,65419.87,-0.0,1566072.59
16,Q4 2025,LP-14,Redstone Family Office,1594376.26,6320.0,0.0,0.0,0.0,0.0,69781.2,-0.0,1670477.46
16,Q4 2025,LP-15,Sable Foundation,1594376.26,6320.0,0.0,0.0,0.0,0.0,69781.2,-0.0,1670477.46
17,Q1 2026,LP-01,Northbridge State Pension Fund,8352387.22,27200.0,2368620.6,0.0,0.0,2368620.6,419791.51,-0.0,6430758.13
17,Q1 2026,LP-02,Meridian University Endowment,6264290.39,20400.0,1776465.45,0.0,0.0,1776465.45,314843.63,-0.0,4823068.57
17,Q1 2026,LP-03,Harborview Insurance Co.,5742266.21,18700.0,1628426.66,0.0,0.0,1628426.66,288606.66,-0.0,4421146.21
17,Q1 2026,LP-04,Cascade Partners Fund of Funds,5220242.02,17000.0,1480387.87,0.0,0.0,1480387.87,262369.69,-0.0,4019223.84
17,Q1 2026,LP-05,Elmwood Family Office,4176193.57,13600.0,1184310.3,0.0,0.0,1184310.3,209895.76,-0.0,3215379.03
17,Q1 2026,LP-06,Tanager Sovereign Partners,4176193.57,13600.0,1184310.3,0.0,0.0,1184310.3,209895.76,-0.0,3215379.03
17,Q1 2026,LP-07,Birchwood College Endowment,3132145.21,10200.0,888232.72,0.0,0.0,888232.72,157421.82,-0.0,2411534.31
17,Q1 2026,LP-08,Kestrel Insurance Group,2610120.98,8500.0,740193.94,0.0,0.0,740193.94,131184.85,-0.0,2009611.89
17,Q1 2026,LP-09,Wrenfield Family Office,2088096.78,6800.0,592155.15,0.0,0.0,592155.15,104947.88,-0.0,1607689.51
17,Q1 2026,LP-10,Alder Street Foundation,2088096.78,6800.0,592155.15,0.0,0.0,592155.15,104947.88,-0.0,1607689.51
17,Q1 2026,LP-11,Pinecrest Pension Trust,1879287.13,6120.0,532939.63,0.0,0.0,532939.63,94453.09,-0.0,1446920.59
17,Q1 2026,LP-12,Ivywood Capital Partners (FoF),1566072.59,5100.0,444116.36,0.0,0.0,444116.36,78710.91,-0.0,1205767.14
17,Q1 2026,LP-13,Grayling Family Office,1566072.59,5100.0,444116.36,0.0,0.0,444116.36,78710.91,-0.0,1205767.14
17,Q1 2026,LP-14,Redstone Family Office,1670477.46,5440.0,473724.12,0.0,0.0,473724.12,83958.3,-0.0,1286151.64
17,Q1 2026,LP-15,Sable Foundation,1670477.46,5440.0,473724.12,0.0,0.0,473724.12,83958.3,-0.0,1286151.64
18,Q2 2026,LP-01,Northbridge State Pension Fund,6430758.13,27200.0,716907.0,1538755.17,447108.57,2702770.74,213402.97,-496465.93,3472124.43
18,Q2 2026,LP-02,Meridian University Endowment,4823068.57,20400.0,537680.25,1154066.38,335331.43,2027078.06,160052.23,-372349.45,2604093.29
18,Q2 2026,LP-03,Harborview Insurance Co.,4421146.21,18700.0,492873.56,1057894.18,307387.14,1858154.88,146714.54,-341320.33,2387085.54
18,Q2 2026,LP-04,Cascade Partners Fund of Funds,4019223.84,17000.0,448066.87,961721.98,279442.86,1689231.71,133376.86,-310291.21,2170077.78
18,Q2 2026,LP-05,Elmwood Family Office,3215379.03,13600.0,358453.5,769377.58,223554.29,1351385.37,106701.49,-248232.97,1736062.18
18,Q2 2026,LP-06,Tanager Sovereign Partners,3215379.03,13600.0,358453.5,769377.58,223554.29,1351385.37,106701.49,-248232.97,1736062.18
18,Q2 2026,LP-07,Birchwood College Endowment,2411534.31,10200.0,268840.12,577033.19,167665.71,1013539.02,80026.12,-186174.73,1302046.68
18,Q2 2026,LP-08,Kestrel Insurance Group,2009611.89,8500.0,224033.44,480860.99,139721.43,844615.86,66688.43,-155145.6,1085038.86
18,Q2 2026,LP-09,Wrenfield Family Office,1607689.51,6800.0,179226.75,384688.79,111777.14,675692.68,53350.74,-124116.48,868031.09
18,Q2 2026,LP-10,Alder Street Foundation,1607689.51,6800.0,179226.75,384688.79,111777.14,675692.68,53350.74,-124116.48,868031.09
18,Q2 2026,LP-11,Pinecrest Pension Trust,1446920.59,6120.0,161304.07,346219.91,100599.43,608123.41,48015.67,-111704.84,781228.01
18,Q2 2026,LP-12,Ivywood Capital Partners (FoF),1205767.14,5100.0,134420.06,288516.59,83832.86,506769.51,40013.06,-93087.36,651023.33
18,Q2 2026,LP-13,Grayling Family Office,1205767.14,5100.0,134420.06,288516.59,83832.86,506769.51,40013.06,-93087.36,651023.33
18,Q2 2026,LP-14,Redstone Family Office,1286151.64,5440.0,143381.4,307751.03,89421.71,540554.14,42680.59,-99293.19,694424.9
18,Q2 2026,LP-15,Sable Foundation,1286151.64,5440.0,143381.4,307751.03,89421.71,540554.14,42680.59,-99293.19,694424.9
